tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,senior_citizen,dependents,tech_support,streaming,churn
11,12.76,122.08,Month-to-month,Bank transfer,DSL,1,0,1,0,1
41,55.92,2270.04,Month-to-month,Bank transfer,None,0,1,0,0,1
10,65.36,634.61,One year,Credit card,DSL,1,0,1,1,1
26,118.03,3100.77,One year,Bank transfer,Fiber optic,0,0,0,1,1
31,72.43,2244.06,Month-to-month,Bank transfer,DSL,0,0,1,1,1
56,73.64,4171.62,Two year,Credit card,Fiber optic,0,1,0,1,1
61,61.23,3657.26,Month-to-month,Electronic check,DSL,0,0,1,1,1
22,11.6,252.06,Month-to-month,Electronic check,DSL,0,1,0,0,1
27,41.53,1054.22,Month-to-month,Credit card,None,0,0,1,1,0
62,82.32,5064.28,One year,Electronic check,DSL,0,0,1,1,0
25,87.9,2147.43,One year,Electronic check,DSL,0,0,0,1,0
44,114.55,5107.62,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
24,62.97,1511.65,Two year,Electronic check,None,1,0,1,0,1
6,85.71,503.87,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,1
47,97.63,4565.84,Month-to-month,Bank transfer,DSL,0,1,0,1,1
16,93.42,1511.08,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
21,23.83,551.25,Month-to-month,Credit card,DSL,0,0,0,1,1
48,107.95,5192.34,One year,Electronic check,Fiber optic,0,0,1,0,0
57,92.84,5309.31,Two year,Electronic check,DSL,0,1,1,0,0
2,83.64,175.78,Month-to-month,Bank transfer,DSL,1,1,0,0,1
61,25.84,1480.2,One year,Credit card,Fiber optic,0,0,0,0,0
44,113.76,4922.93,Month-to-month,Bank transfer,Fiber optic,1,1,1,0,0
11,84.79,916.06,Two year,Electronic check,Fiber optic,0,0,0,0,0
57,30.95,1742.1,Month-to-month,Credit card,Fiber optic,0,0,0,0,1
57,74.39,4256.86,Month-to-month,Bank transfer,Fiber optic,1,0,1,0,0
66,26.3,1779.57,Two year,Credit card,Fiber optic,0,0,1,1,0
13,16.05,175.12,Month-to-month,Bank transfer,DSL,0,1,0,0,1
11,88.28,1000.79,Month-to-month,Credit card,Fiber optic,0,1,1,1,1
11,91.1,985.32,Two year,Electronic check,Fiber optic,0,1,1,0,0
51,66.69,3393.45,Month-to-month,Electronic check,None,0,0,0,1,0
50,26.47,1259.39,Two year,Credit card,Fiber optic,0,0,0,0,0
42,45.96,1929.9,Month-to-month,Credit card,None,0,0,1,0,1
68,21.52,1532.67,Month-to-month,Bank transfer,Fiber optic,1,1,0,1,0
53,34.94,1766.69,Month-to-month,Credit card,None,0,1,0,0,0
25,17.25,419.05,One year,Credit card,Fiber optic,0,0,0,1,0
38,82.95,3155.82,One year,Bank transfer,Fiber optic,0,1,1,0,0
35,95.62,3347.44,Month-to-month,Electronic check,DSL,0,0,0,0,0
32,66.91,2219.27,Month-to-month,Electronic check,Fiber optic,1,0,0,0,1
56,82.67,4665.11,Month-to-month,Bank transfer,DSL,0,0,1,0,0
65,26.54,1713.61,Month-to-month,Credit card,DSL,0,0,0,0,1
49,109.88,5439.67,Month-to-month,Electronic check,DSL,0,0,1,0,0
51,75.36,3818.07,Two year,Credit card,Fiber optic,1,0,0,1,0
29,23.7,664.49,Two year,Credit card,DSL,1,0,1,1,0
18,68.75,1299.57,Month-to-month,Electronic check,Fiber optic,0,0,1,1,0
16,60.46,1053.68,Month-to-month,Bank transfer,Fiber optic,0,0,1,1,1
36,105.49,3832.02,Month-to-month,Electronic check,Fiber optic,0,0,0,0,0
18,92.47,1610.07,One year,Bank transfer,Fiber optic,1,1,1,1,0
60,20.69,1165.41,Month-to-month,Electronic check,None,0,1,1,1,1
10,81.28,861.01,Month-to-month,Electronic check,DSL,0,0,1,1,1
3,15.87,104.92,Two year,Electronic check,Fiber optic,0,1,1,0,0
10,64.54,610.07,Month-to-month,Credit card,DSL,0,1,1,0,1
67,101.94,6902.12,Month-to-month,Credit card,DSL,0,0,1,1,1
29,30.71,866.3,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,1
71,81.2,5692.21,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
51,54.69,2791.79,Month-to-month,Electronic check,Fiber optic,0,0,0,1,1
54,22.66,1243.02,Month-to-month,Bank transfer,DSL,0,0,0,0,1
41,107.49,4351.0,Two year,Bank transfer,Fiber optic,0,1,1,1,0
35,89.17,3170.74,Two year,Bank transfer,Fiber optic,0,0,1,0,0
64,39.38,2503.61,One year,Electronic check,Fiber optic,0,0,1,1,0
66,32.09,2162.75,One year,Electronic check,Fiber optic,0,0,1,0,1
34,49.32,1701.05,Month-to-month,Electronic check,Fiber optic,0,1,0,0,1
48,88.6,4185.32,One year,Bank transfer,Fiber optic,0,0,1,0,0
2,110.71,160.17,One year,Electronic check,DSL,1,0,0,0,1
30,66.68,2014.78,Month-to-month,Electronic check,Fiber optic,0,1,1,0,1
43,10.37,432.18,Month-to-month,Credit card,DSL,1,0,1,1,0
58,11.5,730.73,Month-to-month,Electronic check,None,0,0,1,0,0
71,36.94,2625.98,One year,Bank transfer,Fiber optic,0,1,1,0,0
35,96.16,3323.62,Month-to-month,Electronic check,Fiber optic,1,0,0,0,1
39,28.49,1207.55,Month-to-month,Electronic check,None,0,1,1,1,1
31,73.39,2237.86,Two year,Electronic check,DSL,0,0,0,0,0
56,13.19,694.56,One year,Electronic check,DSL,1,1,1,1,0
48,45.48,2118.06,Month-to-month,Credit card,None,0,0,1,0,0
46,82.63,3866.22,Month-to-month,Credit card,Fiber optic,0,0,0,1,1
26,84.88,2248.28,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1
24,11.97,262.2,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0
58,29.34,1634.1,One year,Credit card,DSL,0,0,1,1,0
35,35.38,1266.92,Month-to-month,Credit card,Fiber optic,0,0,1,1,1
9,38.18,410.06,Month-to-month,Electronic check,DSL,0,1,1,1,1
62,49.45,3044.57,Month-to-month,Credit card,DSL,0,1,1,1,0
9,96.45,821.67,Month-to-month,Electronic check,None,1,0,1,0,1
53,21.39,1121.49,Two year,Bank transfer,DSL,0,1,1,1,0
58,35.35,2055.26,Two year,Credit card,DSL,0,0,1,1,0
44,63.31,2787.61,Month-to-month,Electronic check,DSL,0,1,0,1,1
56,95.8,5368.16,Month-to-month,Credit card,Fiber optic,0,1,1,0,0
11,94.78,1011.68,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
53,21.97,1151.69,One year,Bank transfer,DSL,0,1,1,0,0
22,68.84,1579.17,Two year,Electronic check,Fiber optic,0,1,1,0,0
26,81.41,2138.38,Month-to-month,Electronic check,DSL,0,1,0,0,0
56,57.94,3369.88,Month-to-month,Electronic check,DSL,0,1,1,0,0
57,103.78,5920.21,Two year,Credit card,None,0,0,0,1,0
46,22.11,1000.17,Month-to-month,Credit card,DSL,0,0,0,1,1
10,71.66,742.77,Two year,Electronic check,DSL,0,1,1,1,0
59,88.79,5310.17,One year,Credit card,DSL,0,0,1,0,0
43,117.92,5070.1,Month-to-month,Credit card,Fiber optic,1,1,1,1,1
39,11.08,441.5,Month-to-month,Credit card,Fiber optic,0,0,0,0,1
41,89.6,3740.03,Two year,Electronic check,Fiber optic,0,1,1,0,1
10,47.5,490.82,One year,Electronic check,DSL,1,0,1,0,0
5,91.97,448.67,Two year,Credit card,DSL,0,0,1,0,1
23,67.96,1497.86,Month-to-month,Electronic check,DSL,0,0,0,0,1
30,95.81,2884.54,Month-to-month,Electronic check,DSL,1,0,0,1,1
50,28.12,1321.5,One year,Electronic check,None,1,0,0,0,0
42,110.61,4591.29,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,1
45,52.65,2335.45,One year,Electronic check,Fiber optic,0,0,1,0,0
35,98.38,3378.33,One year,Credit card,Fiber optic,0,0,1,0,0
41,42.2,1694.83,One year,Electronic check,DSL,1,0,0,0,0
41,24.86,1001.19,Month-to-month,Electronic check,DSL,0,0,1,1,1
23,47.73,1078.37,Two year,Bank transfer,Fiber optic,1,0,0,0,0
7,84.22,581.53,Month-to-month,Credit card,Fiber optic,0,0,1,0,1
29,111.19,3259.67,One year,Bank transfer,Fiber optic,0,0,1,0,1
22,64.67,1368.8,Month-to-month,Credit card,DSL,0,0,0,0,1
3,46.71,203.02,Month-to-month,Electronic check,DSL,1,1,0,1,1
64,112.5,7132.01,Month-to-month,Electronic check,DSL,0,1,0,0,0
5,91.45,391.47,Month-to-month,Electronic check,DSL,0,1,1,0,1
24,59.74,1366.39,Month-to-month,Electronic check,Fiber optic,0,1,0,0,0
9,81.8,766.11,Month-to-month,Credit card,Fiber optic,0,0,1,0,1
30,38.02,1119.07,Month-to-month,Electronic check,DSL,1,1,1,0,0
27,64.77,1724.64,Month-to-month,Credit card,Fiber optic,0,1,1,0,1
45,54.02,2421.19,Two year,Bank transfer,DSL,0,0,1,0,1
38,37.03,1464.69,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,1
28,19.73,615.37,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,0
46,35.1,1647.86,Month-to-month,Electronic check,DSL,0,1,1,0,0
13,97.89,1254.52,Month-to-month,Electronic check,DSL,0,0,0,1,0
46,93.58,4267.1,Two year,Bank transfer,None,0,1,1,0,0
4,58.2,235.34,Month-to-month,Bank transfer,DSL,0,0,0,0,1
55,106.91,5942.06,Month-to-month,Electronic check,None,0,1,1,0,0
53,27.38,1392.81,Month-to-month,Credit card,DSL,1,1,1,0,0
18,90.77,1640.42,One year,Bank transfer,None,0,0,0,0,1
65,93.91,6149.01,Month-to-month,Bank transfer,None,0,0,0,0,1
47,17.38,834.46,Month-to-month,Credit card,Fiber optic,0,1,1,0,1
55,105.23,5838.33,One year,Credit card,DSL,0,1,0,1,0
9,95.16,842.55,Two year,Electronic check,Fiber optic,0,1,1,1,1
20,61.09,1351.06,Month-to-month,Credit card,Fiber optic,0,1,1,1,1
3,64.39,156.54,Month-to-month,Electronic check,DSL,0,0,0,1,1
63,74.26,4675.42,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
46,62.65,2919.37,One year,Electronic check,Fiber optic,0,0,1,0,1
19,16.01,314.08,One year,Electronic check,Fiber optic,0,1,1,1,0
53,57.43,3009.87,One year,Bank transfer,Fiber optic,0,0,0,0,0
45,105.14,4746.08,Month-to-month,Bank transfer,None,0,1,1,0,0
58,68.79,4061.7,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
52,36.91,1917.03,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,0
24,109.88,2614.84,One year,Electronic check,None,1,0,0,1,0
21,56.91,1235.17,One year,Electronic check,DSL,0,0,0,1,1
26,30.24,892.22,Month-to-month,Bank transfer,DSL,1,0,1,0,0
4,75.5,284.1,Month-to-month,Bank transfer,DSL,0,1,0,0,1
68,29.16,1957.68,Month-to-month,Electronic check,Fiber optic,0,1,0,1,0
44,78.63,3499.47,Month-to-month,Electronic check,DSL,0,1,1,1,0
63,84.51,5446.56,Month-to-month,Bank transfer,Fiber optic,1,0,0,0,0
32,31.18,951.24,Two year,Bank transfer,None,0,0,1,0,0
17,44.6,789.89,Two year,Electronic check,Fiber optic,0,1,0,0,1
39,74.68,2872.93,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
5,34.2,131.13,Two year,Electronic check,Fiber optic,0,0,1,1,1
4,100.38,491.27,Month-to-month,Electronic check,Fiber optic,1,0,1,1,1
53,90.45,4748.47,Month-to-month,Electronic check,DSL,0,1,1,1,0
20,29.29,514.52,One year,Bank transfer,Fiber optic,0,0,0,0,1
25,74.8,1940.27,Month-to-month,Electronic check,Fiber optic,0,0,0,0,0
4,73.0,324.87,Two year,Bank transfer,Fiber optic,0,0,1,0,0
51,51.08,2596.98,Month-to-month,Electronic check,None,0,0,0,0,0
18,82.27,1498.57,One year,Bank transfer,Fiber optic,1,0,0,0,1
71,57.25,4084.96,One year,Electronic check,DSL,0,1,0,1,0
10,58.87,707.59,One year,Electronic check,DSL,0,0,1,0,0
28,53.36,1471.87,Month-to-month,Electronic check,Fiber optic,0,0,0,1,1
14,73.14,967.11,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
39,10.12,398.52,Month-to-month,Credit card,DSL,0,1,1,0,1
14,76.1,1016.39,Month-to-month,Electronic check,Fiber optic,0,1,1,0,1
69,23.16,1574.89,Month-to-month,Electronic check,DSL,0,0,0,1,0
44,34.99,1501.14,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
31,99.45,3047.07,Month-to-month,Electronic check,DSL,0,0,1,0,1
6,34.98,219.86,Month-to-month,Credit card,DSL,0,0,0,1,1
13,78.25,1003.69,Month-to-month,Electronic check,DSL,0,0,0,1,1
41,37.85,1599.15,Month-to-month,Bank transfer,DSL,1,1,1,1,0
41,119.51,4814.68,Two year,Bank transfer,Fiber optic,0,1,0,1,1
31,118.01,3671.12,Month-to-month,Credit card,DSL,0,1,1,0,1
59,46.51,2709.07,Month-to-month,Bank transfer,DSL,0,1,1,1,0
4,110.28,456.19,Month-to-month,Credit card,DSL,0,1,1,0,1
60,110.17,6565.54,Month-to-month,Credit card,None,0,0,1,1,0
37,32.45,1147.92,Month-to-month,Electronic check,DSL,1,0,0,0,1
21,51.32,1099.91,Month-to-month,Bank transfer,DSL,0,1,0,0,1
38,30.72,1154.52,Two year,Electronic check,Fiber optic,1,1,1,0,0
32,35.15,1132.02,Month-to-month,Electronic check,None,0,1,0,0,0
13,67.91,924.05,Two year,Bank transfer,Fiber optic,0,0,1,1,0
5,65.24,315.03,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,1
5,59.69,273.61,Month-to-month,Credit card,DSL,0,0,1,1,0
60,31.87,1920.06,Month-to-month,Electronic check,Fiber optic,0,0,1,1,0
21,68.68,1490.87,Two year,Bank transfer,DSL,0,0,1,1,0
45,114.12,5125.11,Month-to-month,Electronic check,DSL,0,1,0,0,0
5,49.58,272.54,Month-to-month,Bank transfer,Fiber optic,0,0,0,0,1
52,85.63,4399.14,Month-to-month,Credit card,DSL,0,0,0,0,1
12,35.36,448.39,One year,Bank transfer,None,1,0,0,0,0
44,92.77,4122.78,Month-to-month,Electronic check,DSL,0,0,0,1,1
9,73.37,762.08,Month-to-month,Bank transfer,DSL,1,0,0,1,1
4,110.94,518.57,Two year,Electronic check,Fiber optic,1,1,1,1,0
31,18.58,529.47,One year,Bank transfer,Fiber optic,0,0,1,0,0
39,82.22,3177.12,Month-to-month,Credit card,DSL,0,1,0,1,1
56,56.36,3221.57,One year,Bank transfer,DSL,0,0,1,0,1
37,50.64,1897.95,One year,Bank transfer,Fiber optic,0,0,1,0,1
10,46.64,529.41,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1
1,109.27,8.8,Month-to-month,Credit card,Fiber optic,0,0,1,1,1
32,37.79,1203.46,One year,Credit card,Fiber optic,0,1,0,1,0
64,79.47,5072.52,Month-to-month,Bank transfer,DSL,1,1,1,1,0
42,12.88,549.02,Month-to-month,Bank transfer,DSL,1,0,0,0,0
15,115.97,1706.36,One year,Credit card,None,0,0,1,1,1
53,98.22,5172.33,One year,Bank transfer,Fiber optic,0,0,1,0,1
70,85.85,5987.98,Month-to-month,Bank transfer,DSL,0,0,0,1,1
13,67.07,833.86,Month-to-month,Bank transfer,None,0,1,0,0,1
64,49.6,3145.74,One year,Electronic check,Fiber optic,0,1,1,1,0
29,57.93,1642.52,Month-to-month,Electronic check,Fiber optic,1,1,0,1,1
33,82.52,2677.06,Month-to-month,Electronic check,None,0,1,1,0,1
70,65.96,4595.55,Month-to-month,Electronic check,Fiber optic,0,0,0,1,0
37,108.29,4062.44,Month-to-month,Credit card,Fiber optic,0,0,1,1,1
19,45.73,837.89,One year,Electronic check,Fiber optic,0,0,0,1,1
4,104.95,395.82,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1
22,43.1,959.36,Month-to-month,Electronic check,None,0,1,1,0,1
42,25.95,1049.45,Month-to-month,Electronic check,DSL,0,0,1,1,0
68,24.0,1560.19,One year,Electronic check,Fiber optic,0,1,1,0,0
7,39.23,272.51,One year,Electronic check,DSL,0,0,0,1,1
62,110.88,6910.6,Month-to-month,Electronic check,DSL,0,1,0,1,0
58,98.05,5611.64,Month-to-month,Electronic check,Fiber optic,0,1,1,0,0
3,90.89,277.64,Two year,Electronic check,None,0,1,0,0,1
1,43.71,41.27,Month-to-month,Electronic check,DSL,0,1,0,0,1
17,33.82,545.52,Month-to-month,Electronic check,None,0,0,0,1,1
7,49.79,402.38,Month-to-month,Credit card,Fiber optic,0,1,1,0,1
9,83.49,739.68,Month-to-month,Bank transfer,None,1,0,0,0,1
32,27.85,880.18,Month-to-month,Credit card,DSL,1,0,1,1,1
66,68.12,4587.68,Month-to-month,Credit card,Fiber optic,0,0,0,1,1
20,50.56,1000.95,Month-to-month,Electronic check,DSL,0,0,1,0,1
34,93.57,3105.94,Month-to-month,Bank transfer,Fiber optic,0,0,0,1,1
21,80.84,1820.12,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,1
30,26.42,872.07,Month-to-month,Electronic check,None,0,1,0,0,0
59,43.99,2645.21,One year,Credit card,Fiber optic,0,1,0,1,0
68,98.87,6737.64,Month-to-month,Electronic check,DSL,0,0,0,1,1
47,107.58,5112.16,Month-to-month,Bank transfer,None,0,1,1,1,1
46,66.22,3036.11,Month-to-month,Credit card,Fiber optic,0,1,1,0,1
49,100.98,4997.13,Month-to-month,Credit card,DSL,0,1,0,1,1
30,33.17,1055.6,One year,Electronic check,None,0,0,0,0,1
47,54.67,2585.44,Month-to-month,Bank transfer,DSL,0,1,1,0,1
57,80.78,4591.14,Month-to-month,Electronic check,DSL,0,0,0,1,1
25,13.05,311.98,One year,Credit card,Fiber optic,0,1,1,1,0
42,68.25,2835.46,Month-to-month,Electronic check,DSL,1,0,0,0,1
57,103.8,5900.21,Month-to-month,Electronic check,Fiber optic,0,0,1,1,0
60,33.11,1956.78,Month-to-month,Electronic check,Fiber optic,0,0,1,1,0
11,11.3,131.13,Month-to-month,Bank transfer,Fiber optic,0,1,0,0,1
55,81.24,4474.94,Month-to-month,Credit card,Fiber optic,0,0,1,0,0
50,82.67,4115.42,Two year,Credit card,Fiber optic,0,0,1,1,1
11,36.69,421.01,Month-to-month,Electronic check,DSL,1,0,1,1,1
32,45.91,1576.5,Two year,Bank transfer,Fiber optic,0,1,1,0,1
3,47.84,157.89,One year,Credit card,Fiber optic,0,0,1,0,1
5,19.17,92.27,Month-to-month,Bank transfer,None,0,1,0,0,1
47,91.86,4350.38,Month-to-month,Credit card,None,0,1,1,0,0
53,33.58,1695.82,Month-to-month,Credit card,DSL,0,1,1,1,1
26,94.91,2526.71,Month-to-month,Electronic check,DSL,0,0,0,1,1
60,81.65,4908.99,Two year,Electronic check,None,0,0,0,1,1
7,21.41,131.96,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0
60,92.28,5578.12,One year,Bank transfer,None,0,1,0,0,0
34,25.82,873.53,Month-to-month,Electronic check,Fiber optic,0,1,0,0,1
20,82.41,1604.13,One year,Bank transfer,Fiber optic,1,0,1,0,0
30,18.54,547.44,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,1
41,73.87,2987.31,Month-to-month,Electronic check,DSL,0,0,1,1,1
2,58.87,122.72,Month-to-month,Electronic check,DSL,1,1,1,0,1
13,67.66,869.36,One year,Credit card,Fiber optic,0,1,0,1,1
19,92.35,1754.11,Month-to-month,Electronic check,DSL,0,0,1,0,0
17,91.21,1489.7,Month-to-month,Credit card,Fiber optic,0,1,0,1,1
62,15.0,881.81,Two year,Electronic check,DSL,0,0,0,1,1
61,27.96,1785.63,Month-to-month,Credit card,DSL,0,1,0,0,0
11,118.02,1414.29,One year,Electronic check,None,0,1,0,1,1
66,58.33,3903.73,Two year,Electronic check,Fiber optic,0,0,1,0,0
29,100.38,2965.83,One year,Bank transfer,DSL,0,1,1,0,0
19,70.58,1420.88,Month-to-month,Bank transfer,DSL,1,0,1,1,1
49,95.06,4716.71,Month-to-month,Credit card,Fiber optic,0,1,1,0,1
68,17.79,1263.73,One year,Bank transfer,DSL,0,1,1,0,0
24,65.17,1497.8,Month-to-month,Bank transfer,Fiber optic,0,0,0,1,0
42,92.76,3900.05,Two year,Credit card,Fiber optic,0,1,1,0,0
45,55.68,2494.34,One year,Credit card,DSL,0,0,1,1,0
49,88.68,4378.9,Two year,Credit card,Fiber optic,0,1,0,0,1
26,101.41,2662.47,One year,Credit card,Fiber optic,0,0,0,1,0
25,99.58,2493.26,Month-to-month,Electronic check,Fiber optic,0,0,0,0,1
49,32.59,1732.41,One year,Bank transfer,Fiber optic,0,0,1,0,0
69,109.8,7633.71,One year,Credit card,Fiber optic,1,0,0,0,0
66,74.05,4863.32,Month-to-month,Electronic check,Fiber optic,1,1,0,0,1
8,30.17,247.48,Month-to-month,Bank transfer,DSL,0,1,1,1,1
20,97.19,2001.94,One year,Credit card,DSL,0,0,1,0,1
28,37.98,1054.48,One year,Electronic check,DSL,0,1,1,0,1
55,46.61,2634.67,One year,Electronic check,Fiber optic,0,0,0,1,0
58,55.79,3263.03,Two year,Credit card,None,1,0,1,0,0
10,65.6,683.51,Month-to-month,Electronic check,DSL,0,1,1,0,1
28,28.97,819.29,Two year,Electronic check,DSL,0,0,1,1,1
9,103.5,976.22,One year,Electronic check,None,0,0,0,0,1
14,100.18,1354.86,Two year,Credit card,Fiber optic,0,1,1,0,1
63,43.54,2714.41,Two year,Bank transfer,None,0,1,1,0,0
53,116.73,6149.2,Month-to-month,Bank transfer,Fiber optic,0,1,1,0,0
54,16.48,969.52,Month-to-month,Electronic check,DSL,0,0,0,0,0
15,23.44,336.05,Month-to-month,Electronic check,None,0,0,0,0,1
53,94.26,4981.9,One year,Electronic check,None,0,1,1,0,0
10,36.68,363.06,Month-to-month,Credit card,DSL,1,0,1,1,1
15,32.95,473.14,Month-to-month,Electronic check,DSL,0,1,0,1,1
56,12.46,602.74,Two year,Bank transfer,DSL,0,1,1,1,0
28,46.19,1294.96,Month-to-month,Electronic check,DSL,0,0,1,0,0
19,18.25,301.43,One year,Credit card,Fiber optic,0,0,1,0,1
62,80.15,4969.15,Month-to-month,Bank transfer,Fiber optic,0,0,0,1,1
50,10.69,496.54,One year,Credit card,Fiber optic,1,0,1,0,0
38,58.03,2255.88,Month-to-month,Credit card,None,0,0,0,0,1
33,107.41,3545.98,Month-to-month,Electronic check,DSL,0,1,0,0,1
8,72.11,631.92,Month-to-month,Credit card,None,0,0,1,0,0
44,46.26,2024.49,Month-to-month,Credit card,Fiber optic,0,0,1,1,0
30,21.92,593.64,Month-to-month,Bank transfer,Fiber optic,0,0,1,1,0
48,114.97,5543.83,Month-to-month,Credit card,Fiber optic,0,0,0,0,1
25,12.02,262.69,Month-to-month,Credit card,DSL,0,1,0,1,0
57,64.97,3673.91,Two year,Credit card,DSL,0,1,0,1,0
40,50.54,2124.9,Month-to-month,Bank transfer,DSL,1,0,0,0,1
41,94.57,3909.62,Month-to-month,Electronic check,Fiber optic,0,1,1,1,0
20,74.93,1552.1,Month-to-month,Electronic check,None,0,1,0,1,1
12,113.23,1340.32,One year,Electronic check,Fiber optic,0,0,0,1,1
65,114.71,7399.2,One year,Credit card,DSL,0,0,1,0,1
33,90.0,2956.02,Month-to-month,Bank transfer,DSL,0,0,0,0,1
53,62.41,3403.04,Month-to-month,Credit card,None,0,0,1,1,1
62,68.73,4261.37,One year,Electronic check,Fiber optic,0,1,1,1,0
63,111.08,7018.85,Month-to-month,Bank transfer,Fiber optic,0,1,0,1,1
7,90.96,709.53,Month-to-month,Electronic check,Fiber optic,0,0,1,0,0
50,92.36,4518.47,Month-to-month,Bank transfer,DSL,1,0,1,0,1
27,113.38,3120.21,Month-to-month,Credit card,None,0,0,0,0,0
31,51.0,1610.08,Month-to-month,Electronic check,DSL,1,0,1,0,1
1,101.33,105.15,Two year,Electronic check,Fiber optic,0,0,1,0,1
11,92.91,1036.15,Two year,Electronic check,Fiber optic,0,0,1,0,1
22,52.21,1139.27,Two year,Bank transfer,DSL,1,1,1,1,0
69,93.06,6482.86,Month-to-month,Electronic check,DSL,0,0,1,0,0
2,21.76,-68.48,Month-to-month,Electronic check,None,0,0,1,1,0
47,11.97,529.59,Month-to-month,Electronic check,Fiber optic,0,1,1,0,0
11,106.13,1144.23,One year,Electronic check,None,1,1,0,1,1
52,117.49,6078.67,Two year,Electronic check,Fiber optic,0,0,1,1,1
59,57.6,3438.62,One year,Electronic check,DSL,0,0,1,0,0
41,52.87,2120.2,One year,Bank transfer,DSL,1,1,1,1,0
40,34.94,1327.83,One year,Electronic check,DSL,0,1,0,1,1
21,113.05,2457.39,Month-to-month,Bank transfer,Fiber optic,1,0,0,0,1
33,38.65,1225.09,Month-to-month,Bank transfer,Fiber optic,0,0,1,0,1
47,81.07,3786.48,Two year,Electronic check,Fiber optic,0,0,1,1,1
57,99.72,5688.93,Month-to-month,Electronic check,DSL,0,1,0,0,0
7,59.82,325.91,Month-to-month,Credit card,DSL,0,0,1,0,0
65,115.36,7595.37,Two year,Electronic check,Fiber optic,0,0,0,0,0
11,50.22,548.02,Month-to-month,Credit card,Fiber optic,0,0,1,0,1
5,95.42,481.26,Month-to-month,Electronic check,Fiber optic,0,1,0,0,1
13,33.57,488.7,Two year,Bank transfer,Fiber optic,0,1,0,0,1
5,62.92,325.27,Month-to-month,Bank transfer,Fiber optic,0,1,1,1,1
60,86.86,5207.12,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
8,37.81,325.35,Month-to-month,Electronic check,DSL,0,0,0,0,1
13,101.66,1266.39,Month-to-month,Credit card,Fiber optic,1,0,0,1,1
9,113.42,1037.62,Two year,Electronic check,Fiber optic,0,1,0,0,1
13,41.8,477.06,Month-to-month,Electronic check,DSL,0,1,1,1,1
23,64.36,1450.54,Month-to-month,Bank transfer,None,0,0,0,0,1
22,11.85,328.52,Month-to-month,Bank transfer,DSL,1,0,0,0,0
44,54.48,2271.94,One year,Electronic check,DSL,0,0,0,1,1
68,75.72,5159.63,One year,Electronic check,Fiber optic,0,0,0,0,0
32,27.81,890.34,Two year,Bank transfer,DSL,0,1,0,1,0
65,117.55,7682.4,Month-to-month,Credit card,Fiber optic,0,0,1,1,0
65,29.3,1949.55,Month-to-month,Credit card,DSL,0,1,1,0,0
42,65.65,2873.76,Month-to-month,Credit card,None,0,0,1,0,0
11,11.04,45.41,Month-to-month,Bank transfer,Fiber optic,0,0,1,1,1
54,42.8,2294.73,Month-to-month,Electronic check,Fiber optic,0,1,1,0,0
26,98.4,2606.71,Month-to-month,Electronic check,Fiber optic,0,0,1,0,1
11,54.89,578.38,Two year,Electronic check,Fiber optic,0,0,0,0,0
14,104.26,1304.83,Month-to-month,Credit card,DSL,0,0,1,0,1
46,100.14,4561.37,One year,Credit card,DSL,0,1,1,0,0
18,57.76,1062.13,Month-to-month,Electronic check,Fiber optic,0,0,1,1,1
5,27.15,145.1,Month-to-month,Electronic check,DSL,1,0,1,0,0
10,99.06,1019.34,Month-to-month,Electronic check,None,0,1,1,0,1
63,111.3,6990.33,Month-to-month,Bank transfer,None,0,1,0,0,0
38,36.82,1374.66,One year,Electronic check,Fiber optic,0,0,0,0,1
14,18.26,287.66,One year,Electronic check,None,1,1,1,0,0
33,102.88,3383.66,One year,Bank transfer,DSL,0,1,1,1,1
25,76.91,1916.91,Month-to-month,Bank transfer,None,0,1,1,0,1
46,38.58,1753.21,Month-to-month,Electronic check,None,0,0,1,0,1
4,28.96,75.17,Month-to-month,Credit card,Fiber optic,0,1,1,0,1
11,64.67,705.59,Month-to-month,Electronic check,DSL,0,1,1,1,1
32,111.98,3562.66,Two year,Electronic check,DSL,0,0,1,1,1
